User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1621,4,Amex,Credit,3.98597E+14,Apr-09,360,YES,1,$20600,Sep-06,2008,No
1622,0,Amex,Credit,3.83503E+14,Jun-22,767,YES,1,$7300,Dec-11,2011,No
1622,1,Mastercard,Debit,5.77258E+15,Jun-23,335,YES,2,$10348,Feb-07,2014,No
1622,2,Mastercard,Credit,5.75402E+15,Mar-16,279,YES,1,$3300,Nov-10,2010,No
1623,0,Visa,Debit,4.22414E+15,Mar-22,4,YES,1,$20318,Feb-20,2020,No
1624,0,Mastercard,Debit,5.54605E+15,May-20,380,YES,1,$28163,Jan-20,2020,No
1624,1,Mastercard,Debit (Prepaid),5.26624E+15,Oct-24,868,YES,2,$63,Sep-09,2011,No
1624,2,Visa,Debit,4.82256E+15,Apr-18,967,YES,1,$31491,Aug-14,2014,No
1624,3,Amex,Credit,3.7266E+14,Oct-21,981,YES,1,$22700,Aug-09,2009,No
1625,0,Visa,Debit (Prepaid),4.4486E+15,Nov-16,934,YES,2,$73,Nov-15,2015,No
1625,1,Amex,Credit,3.26702E+14,Nov-17,478,YES,1,$9900,May-06,2007,No
1625,2,Mastercard,Debit,5.63617E+15,Apr-21,14,YES,2,$14713,Dec-09,2011,No
1625,3,Mastercard,Debit,5.50851E+15,May-23,468,YES,2,$2290,Jul-05,2011,No
1626,0,Mastercard,Debit,5.49442E+15,Jan-20,181,NO,1,$28203,Jan-20,2020,No
1626,1,Mastercard,Credit,5.91793E+15,Jan-20,876,YES,1,$30200,Jan-20,2020,No
1626,2,Mastercard,Debit,5.66434E+15,Nov-21,184,YES,2,$3565,Feb-20,2020,No
1626,3,Mastercard,Debit,5.69733E+15,Jun-20,916,YES,1,$3565,Jan-20,2020,No
1627,0,Visa,Debit,4.80101E+15,Mar-21,290,YES,1,$17111,Feb-09,2010,No
1627,1,Visa,Debit,4.58376E+15,Aug-21,812,YES,2,$21264,Mar-99,2009,No
1627,2,Mastercard,Debit,5.44955E+15,Feb-20,419,YES,1,$15125,Oct-17,2017,No
1627,3,Visa,Debit,4.7296E+15,Feb-20,830,YES,2,$16472,Mar-14,2014,No
1628,0,Mastercard,Credit,5.08799E+15,Nov-21,691,NO,2,$12800,Jan-20,2020,No
1629,0,Mastercard,Debit,5.81057E+15,Nov-20,736,YES,2,$11154,Feb-04,2007,No
1629,1,Visa,Debit,4.22233E+15,Nov-07,364,YES,1,$19419,Sep-07,2010,No
1629,2,Mastercard,Credit,5.41624E+15,Jun-22,790,YES,2,$9100,Mar-06,2011,No
1629,3,Mastercard,Debit,5.83479E+15,May-22,402,YES,1,$9471,Jun-10,2011,No
1629,4,Visa,Debit,4.14424E+15,Feb-24,279,YES,2,$10331,Oct-15,2015,No
1630,0,Mastercard,Credit,5.86288E+15,Nov-04,716,YES,1,$15900,May-97,2009,No
1631,0,Mastercard,Credit,5.98624E+15,May-20,357,YES,1,$5200,Oct-18,2018,No
1632,0,Mastercard,Credit,5.66771E+15,Feb-20,982,YES,1,$8600,Nov-18,2018,No
1632,1,Visa,Credit,4.71187E+15,May-24,453,YES,1,$8700,Nov-09,2009,No
1633,0,Mastercard,Debit,5.35291E+15,Mar-18,231,YES,1,$25236,Jun-10,2011,No
1633,1,Mastercard,Credit,5.6539E+15,Feb-11,81,YES,2,$10400,Mar-08,2008,No
1633,2,Mastercard,Debit (Prepaid),5.40304E+15,Oct-24,879,YES,2,$38,Jun-08,2013,No
1634,0,Mastercard,Debit (Prepaid),5.41926E+15,Sep-20,839,YES,1,$106,Sep-07,2010,No
1634,1,Visa,Debit,4.73076E+15,Apr-21,269,YES,1,$15975,Jul-01,2011,No
1634,2,Visa,Debit,4.67851E+15,Dec-23,404,YES,2,$12188,Dec-07,2011,No
1634,3,Visa,Debit,4.11803E+15,Mar-22,471,YES,2,$11928,Nov-15,2015,No
1634,4,Mastercard,Debit,5.06074E+15,Aug-21,638,YES,2,$13841,Apr-12,2012,No
1635,0,Amex,Credit,3.86475E+14,Mar-24,151,YES,1,$7500,Aug-10,2011,No
1636,0,Visa,Debit,4.50412E+15,Sep-13,420,YES,2,$4269,Jul-07,2009,No
1636,1,Mastercard,Credit,5.61588E+15,Feb-24,761,YES,2,$12600,May-07,2011,No
1636,2,Amex,Credit,3.35571E+14,Sep-03,193,YES,1,$16500,Apr-01,2016,No
1636,3,Mastercard,Debit,5.94371E+15,Nov-08,212,YES,1,$19152,Sep-08,2009,No
1637,0,Visa,Debit,4.56308E+15,Feb-24,522,YES,2,$19349,Jul-18,2018,No
1638,0,Visa,Debit,4.74946E+15,Sep-22,680,YES,2,$1703,Sep-97,2009,No
1638,1,Visa,Credit,4.28124E+15,Jun-17,240,YES,2,$2800,Jan-12,2012,No
1638,2,Visa,Debit,4.32102E+15,Feb-24,881,YES,1,$13569,Apr-11,2011,No
1638,3,Visa,Credit,4.29043E+15,Jan-24,638,YES,1,$10700,Jul-07,2008,No
1638,4,Visa,Credit,4.13557E+15,Jun-22,582,YES,2,$14500,Jul-09,2009,No
1639,0,Mastercard,Debit (Prepaid),5.37601E+15,Sep-21,68,YES,1,$26,Oct-05,2010,No
1640,0,Visa,Debit,4.7056E+15,May-21,524,YES,2,$25621,Dec-16,2016,No
1640,1,Mastercard,Debit,5.75124E+15,May-24,167,YES,1,$12193,Jun-17,2017,No
1640,2,Visa,Debit,4.20906E+15,Jul-18,375,YES,1,$14247,Jun-18,2018,No
1640,3,Mastercard,Debit,5.62405E+15,Feb-20,78,YES,2,$14859,May-04,2009,No
1641,0,Visa,Credit,4.72982E+15,Sep-14,625,NO,2,$13400,Oct-05,2011,No
1641,1,Mastercard,Credit,5.92302E+15,Aug-20,116,YES,2,$12500,Mar-03,2003,No
1641,2,Amex,Credit,3.46056E+14,Dec-09,56,YES,2,$3800,Sep-01,2009,No
1641,3,Mastercard,Debit,5.42447E+15,Jun-14,575,YES,2,$22527,Apr-07,2011,No
1642,0,Mastercard,Debit,5.58807E+15,Sep-20,126,YES,1,$7284,Jan-20,2020,No
1643,0,Visa,Debit,4.02058E+15,Apr-22,526,YES,1,$22856,Oct-12,2012,No
1643,1,Visa,Debit,4.03345E+15,Jan-21,434,YES,1,$20225,Feb-16,2016,No
1643,2,Visa,Debit,4.58553E+15,Feb-20,364,NO,1,$15742,Feb-20,2020,No
1643,3,Visa,Credit,4.75197E+15,Nov-21,581,NO,1,$11400,Dec-08,2008,No
1644,0,Amex,Credit,3.68779E+14,Aug-08,125,YES,1,$6200,Apr-07,2014,No
1644,1,Amex,Credit,3.78145E+14,Oct-05,759,YES,2,$500,Jul-05,2009,No
1644,2,Mastercard,Credit,5.71905E+15,Nov-21,971,YES,1,$7100,Nov-08,2017,No
1644,3,Visa,Debit,4.04373E+15,Mar-22,390,YES,1,$15522,Dec-06,2015,No
1644,4,Mastercard,Debit,5.24077E+15,Sep-23,370,YES,2,$19640,Feb-01,2010,No
1645,0,Mastercard,Debit,5.31454E+15,Jun-20,410,YES,1,$13930,Nov-07,2010,No
1645,1,Mastercard,Debit,5.46277E+15,Feb-21,951,YES,2,$22357,Jun-15,2015,No
1645,2,Mastercard,Credit,5.31504E+15,Jan-22,772,YES,1,$7700,Oct-11,2011,No
1645,3,Amex,Credit,3.86623E+14,Sep-23,553,NO,1,$5100,Jun-12,2012,No
1646,0,Mastercard,Debit,5.45292E+15,Jan-20,969,YES,2,$12191,Jan-20,2020,No
1647,0,Visa,Debit,4.29588E+15,Feb-24,602,YES,1,$58234,Mar-15,2015,No
1647,1,Mastercard,Debit,5.35795E+15,Jul-21,726,YES,2,$76966,Feb-11,2011,No
1648,0,Mastercard,Credit,5.04647E+15,May-23,561,YES,2,$4500,Jun-16,2016,No
1649,0,Mastercard,Debit,5.68916E+15,Jul-24,698,YES,1,$25551,Dec-11,2011,No
1649,1,Mastercard,Debit,5.64806E+15,Mar-21,353,YES,2,$21253,Mar-04,2011,No
1649,2,Mastercard,Debit,5.8542E+15,Dec-23,551,YES,2,$10274,Jun-08,2008,No
1649,3,Amex,Credit,3.75716E+14,Nov-15,431,YES,2,$4800,Aug-15,2015,No
1649,4,Visa,Debit,4.04937E+15,Dec-23,739,YES,2,$19934,Jan-20,2020,No
1650,0,Visa,Debit,4.41953E+15,Sep-22,578,YES,2,$8829,Feb-20,2020,No
1650,1,Mastercard,Credit,5.24425E+15,Jul-24,684,YES,2,$12400,Jan-13,2013,No
1650,2,Mastercard,Debit,5.14868E+15,Feb-20,917,YES,1,$17691,Mar-18,2018,No
1651,0,Mastercard,Debit,5.56799E+15,May-13,643,YES,2,$15317,May-08,2013,No
1652,0,Mastercard,Debit,5.11823E+15,Jun-20,208,YES,1,$19612,Dec-15,2015,No
1653,0,Mastercard,Debit,5.79742E+15,Jan-20,154,YES,2,$10304,Jan-20,2020,No
1654,0,Mastercard,Debit,5.57074E+15,Feb-21,20,YES,1,$16229,Mar-17,2017,No
1654,1,Visa,Debit,4.51591E+15,Nov-24,871,YES,1,$8366,Nov-15,2015,No
1654,2,Visa,Debit,4.06062E+15,Jun-23,39,YES,2,$7688,Nov-14,2014,No
1654,3,Amex,Credit,3.43206E+14,Sep-24,201,YES,1,$8300,Jul-08,2015,No
1655,0,Mastercard,Debit,5.19964E+15,May-22,927,YES,1,$16557,Jan-20,2020,No
1656,0,Mastercard,Debit,5.05441E+15,Aug-24,161,YES,2,$18627,Jul-09,2015,No
1657,0,Visa,Debit,4.80772E+15,Aug-22,174,YES,1,$23156,Feb-20,2020,No
1657,1,Visa,Debit,4.27716E+15,Feb-24,419,YES,1,$30041,Jul-10,2011,No
1657,2,Mastercard,Debit,5.01E+15,Feb-24,908,YES,1,$29137,Oct-11,2011,No
1657,3,Amex,Credit,3.59523E+14,Jul-21,87,YES,1,$10400,Sep-04,2017,No
1657,4,Mastercard,Credit,5.76518E+15,Feb-22,980,YES,2,$13500,Jun-08,2008,No
1657,5,Mastercard,Debit,5.0021E+15,Feb-23,917,YES,1,$17663,Nov-16,2016,No
1658,0,Mastercard,Debit,5.45873E+15,Aug-21,24,NO,2,$30637,Jan-20,2020,No
1659,0,Mastercard,Debit,5.39219E+15,Oct-21,452,NO,1,$8540,Aug-17,2017,No
1659,1,Mastercard,Debit,5.30232E+15,Feb-12,347,YES,1,$9397,Jun-08,2010,No
1659,2,Visa,Debit,4.7234E+15,Sep-20,740,YES,1,$12329,Jan-20,2020,No
1659,3,Visa,Debit,4.5986E+15,Jan-20,17,YES,1,$8333,Oct-03,2007,No
1660,0,Visa,Credit,4.53646E+15,Sep-20,102,YES,2,$5200,Oct-19,2019,No
1660,1,Visa,Debit,4.53413E+15,Aug-10,827,YES,2,$35757,Apr-10,2011,No
1660,2,Mastercard,Credit,5.7789E+15,Mar-15,908,NO,1,$16600,May-05,2015,No
1660,3,Mastercard,Debit,5.58359E+15,Jun-20,661,YES,2,$23754,Sep-03,2018,No
1660,4,Mastercard,Debit,5.72869E+15,Oct-24,532,YES,2,$14480,Mar-05,2009,No
1660,5,Mastercard,Debit,5.62547E+15,Oct-23,564,YES,2,$6237,Jan-06,2007,No
1661,0,Visa,Credit,4.06133E+15,Feb-23,114,NO,1,$9200,Jan-20,2020,No
1661,1,Visa,Debit,4.49786E+15,Jan-20,573,YES,2,$14797,Jan-20,2020,No
1662,0,Visa,Credit,4.04201E+15,Feb-23,177,YES,1,$9400,Nov-10,2013,No
1662,1,Visa,Debit (Prepaid),4.86899E+15,Jun-24,248,YES,2,$50,Jul-11,2011,No
1662,2,Mastercard,Credit,5.76497E+15,Feb-20,402,YES,2,$1800,Dec-13,2013,No
1662,3,Amex,Credit,3.43199E+14,Oct-24,496,YES,1,$12400,May-04,2014,No
1662,4,Visa,Credit,4.57748E+15,Dec-10,553,YES,2,$14300,Jan-07,2007,No
1662,5,Mastercard,Debit,5.35572E+15,Dec-24,956,YES,1,$27489,Feb-11,2011,No
1663,0,Visa,Debit,4.793E+15,Jan-22,998,YES,2,$7846,Feb-20,2020,No
1664,0,Mastercard,Credit,5.94389E+15,Sep-21,437,YES,2,$12500,Feb-20,2020,No
1664,1,Discover,Credit,6.74148E+15,Apr-20,360,NO,2,$10500,Jan-20,2020,No
1664,2,Mastercard,Debit (Prepaid),5.68067E+15,Feb-20,195,YES,1,$72,Feb-20,2020,No
1664,3,Mastercard,Credit,5.54492E+15,May-20,158,YES,1,$8800,Feb-20,2020,No
1665,0,Mastercard,Debit,5.83778E+15,Jan-11,189,YES,1,$11199,Dec-10,2010,No
1665,1,Visa,Debit,4.20582E+15,May-20,679,YES,1,$8800,Jan-10,2010,No
1665,2,Mastercard,Debit (Prepaid),5.82507E+15,Sep-21,940,YES,1,$83,Oct-13,2013,No
1665,3,Mastercard,Debit,5.75761E+15,Nov-24,657,NO,1,$7217,Mar-10,2010,No
1666,0,Mastercard,Credit,5.28279E+15,Sep-22,115,YES,2,$9000,Oct-15,2015,No
1666,1,Mastercard,Debit,5.80504E+15,Jan-20,947,YES,1,$15195,Jan-11,2011,No
1666,2,Mastercard,Debit,5.52211E+15,Feb-24,663,YES,1,$14747,Mar-10,2010,No
1667,0,Mastercard,Debit,5.68333E+15,Feb-20,447,YES,2,$8998,Feb-20,2020,No
1668,0,Amex,Credit,3.40244E+14,Mar-23,846,YES,2,$20400,Feb-20,2020,No
1668,1,Visa,Debit,4.55428E+15,Sep-22,212,YES,2,$13653,Aug-09,2016,No
1669,0,Amex,Credit,3.71092E+14,Feb-20,858,YES,2,$17800,Jan-10,2011,No
1669,1,Mastercard,Debit (Prepaid),5.20079E+15,Jul-24,836,YES,2,$52,Sep-05,2015,No
1669,2,Mastercard,Debit (Prepaid),5.90668E+15,Sep-23,935,YES,2,$56,Aug-11,2011,No
1669,3,Mastercard,Debit,5.15969E+15,Jan-24,232,YES,2,$3099,Mar-02,2012,No
1670,0,Mastercard,Debit,5.991E+15,May-20,214,YES,1,$11805,Jan-20,2020,No
1670,1,Visa,Debit,4.25675E+15,Jan-20,433,YES,1,$17535,Jan-20,2020,No
1671,0,Amex,Credit,3.52397E+14,Aug-22,465,YES,2,$18000,Jun-02,2011,No
1672,0,Mastercard,Debit (Prepaid),5.84999E+15,Nov-24,858,YES,2,$95,Feb-20,2020,No
1673,0,Discover,Credit,6.78972E+15,Sep-20,817,YES,1,$8200,Mar-08,2014,No
1673,1,Mastercard,Debit,5.92729E+15,Nov-23,964,YES,2,$2143,Jan-99,2013,No
1673,2,Mastercard,Debit,5.18479E+15,Dec-21,128,YES,2,$6550,Aug-05,2016,No
1673,3,Mastercard,Credit,5.1482E+15,Apr-24,384,YES,2,$12800,Jul-11,2011,No
1673,4,Visa,Debit,4.70789E+15,Feb-20,848,YES,1,$15960,Jul-07,2010,No
1674,0,Mastercard,Credit,5.93093E+15,Feb-20,744,YES,2,$19000,Jan-20,2020,No
1674,1,Mastercard,Debit,5.9812E+15,Jun-16,143,YES,1,$26575,Jul-09,2011,No
1675,0,Mastercard,Credit,5.61333E+15,Jun-21,118,YES,2,$5800,Sep-08,2008,No
1675,1,Mastercard,Debit,5.34096E+15,May-21,458,YES,2,$16047,Apr-02,2011,No
1676,0,Visa,Credit,4.8025E+15,Apr-24,196,YES,2,$5900,Sep-14,2014,No
1676,1,Mastercard,Debit,5.88572E+15,May-24,538,YES,2,$22722,Mar-19,2019,No
1676,2,Mastercard,Debit,5.54487E+15,Jul-13,422,YES,2,$21258,Jan-13,2013,No
1677,0,Visa,Debit (Prepaid),4.57084E+15,Jul-20,4,YES,2,$18,Sep-09,2009,No
1677,1,Mastercard,Debit (Prepaid),5.03052E+15,Aug-23,680,YES,2,$8,Feb-10,2017,No
1678,0,Visa,Debit,4.96763E+15,Mar-23,284,YES,2,$14446,Nov-13,2013,No
1678,1,Mastercard,Credit,5.58294E+15,Aug-16,142,YES,1,$10500,May-01,2009,No
1678,2,Visa,Debit,4.78844E+15,Dec-23,234,YES,2,$13122,Dec-04,2009,No
1678,3,Visa,Debit,4.60624E+15,Nov-12,70,YES,1,$24519,Nov-08,2014,No
1678,4,Visa,Credit,4.66123E+15,May-15,53,YES,1,$9400,Feb-12,2012,No
1678,5,Mastercard,Debit,5.14588E+15,Mar-22,66,YES,2,$12121,Aug-08,2010,No
1679,0,Mastercard,Credit,5.32712E+15,Nov-21,101,NO,2,$1300,Jan-20,2020,No
1679,1,Mastercard,Credit,5.86759E+15,Jan-20,102,YES,1,$17500,Jan-20,2020,No
1680,0,Mastercard,Credit,5.75996E+15,Jan-23,828,YES,1,$10700,Jul-10,2011,No
1680,1,Amex,Credit,3.56217E+14,Jan-23,298,YES,2,$7300,Sep-05,2010,No
1680,2,Visa,Debit,4.66169E+15,Jun-16,432,YES,1,$15194,Dec-13,2013,No
1681,0,Visa,Credit,4.4931E+15,Jun-24,137,YES,1,$5400,Aug-01,2008,No
1681,1,Amex,Credit,3.36131E+14,Dec-22,979,YES,2,$14100,Mar-05,2008,No
1681,2,Visa,Debit,4.61083E+15,Apr-18,523,YES,2,$3899,Mar-07,2008,No
1681,3,Mastercard,Debit (Prepaid),5.64453E+15,May-20,601,YES,1,$22,Oct-09,2010,No
1681,4,Visa,Debit,4.12457E+15,Apr-22,870,NO,1,$16464,May-10,2012,No
1682,0,Mastercard,Debit,5.12565E+15,May-22,824,YES,1,$39591,Aug-08,2011,No
1682,1,Mastercard,Debit,5.09978E+15,Dec-22,812,YES,1,$39452,Dec-08,2010,No
1682,2,Visa,Debit,4.33878E+15,Mar-14,826,YES,2,$27266,Nov-13,2013,No
1682,3,Visa,Credit,4.52485E+15,Oct-20,975,YES,2,$15400,Mar-09,2012,No
1682,4,Mastercard,Credit,5.47524E+15,Feb-14,774,YES,1,$16700,Jun-13,2013,No
1683,0,Mastercard,Debit,5.38318E+15,Mar-20,716,YES,1,$38048,Nov-01,2007,No
1683,1,Mastercard,Debit,5.55458E+15,Jan-22,904,YES,2,$7564,Nov-10,2013,No
1683,2,Mastercard,Debit,5.65688E+15,Nov-23,789,YES,2,$35203,Jul-91,2010,No
1684,0,Mastercard,Credit,5.76482E+15,Jul-23,815,YES,2,$10800,Dec-05,2010,No
1684,1,Visa,Credit,4.01815E+15,May-23,544,NO,2,$8000,Jun-11,2011,No
1685,0,Mastercard,Debit,5.81575E+15,Feb-24,221,YES,1,$4729,Aug-07,2014,No
1685,1,Visa,Credit,4.36235E+15,Jan-21,283,YES,2,$6400,May-09,2009,No
1685,2,Visa,Credit,4.62029E+15,Feb-22,745,YES,1,$9200,Nov-07,2014,No
1685,3,Visa,Credit,4.59532E+15,Aug-18,349,NO,1,$8000,Jul-18,2018,No
1685,4,Visa,Debit,4.38595E+15,Feb-22,796,YES,2,$17235,May-07,2007,No
1686,0,Mastercard,Debit,5.37218E+15,Nov-20,785,YES,2,$1,Jul-10,2010,No
1686,1,Amex,Credit,3.13148E+14,Oct-21,576,YES,2,$0,May-11,2011,No
1686,2,Visa,Debit,4.92416E+15,Sep-10,790,YES,1,$1,Apr-10,2010,No
1686,3,Visa,Debit,4.13905E+15,Aug-18,15,YES,1,$1,Jul-15,2015,No
1686,4,Mastercard,Debit,5.7925E+15,Dec-24,554,YES,1,$0,Aug-04,2009,No
1686,5,Discover,Credit,6.28386E+15,Apr-23,427,YES,1,$0,Oct-03,2007,No
1687,0,Mastercard,Debit,5.77273E+15,Oct-21,852,YES,2,$28850,Dec-18,2018,No
1687,1,Mastercard,Credit,5.94873E+15,Jun-15,95,YES,1,$15700,Oct-09,2010,No
1687,2,Mastercard,Debit (Prepaid),5.01879E+15,Jan-21,807,YES,2,$79,Jan-10,2011,No
1687,3,Visa,Credit,4.8887E+15,Jan-20,276,YES,2,$18500,Dec-15,2015,No
1688,0,Visa,Debit,4.69356E+15,May-22,281,YES,2,$14495,Feb-20,2020,No
1688,1,Mastercard,Debit,5.48799E+15,Dec-23,103,YES,2,$15906,Jan-20,2020,No
1689,0,Visa,Debit,4.03203E+15,Jul-22,167,YES,1,$10194,Nov-15,2015,No
1689,1,Mastercard,Debit (Prepaid),5.74654E+15,Sep-21,335,YES,2,$91,Nov-11,2011,No
1689,2,Mastercard,Debit,5.99505E+15,Feb-24,267,YES,1,$12591,Jun-03,2010,No
1689,3,Mastercard,Debit,5.80287E+15,Jul-22,990,NO,1,$10574,Mar-13,2013,No
1690,0,Mastercard,Debit (Prepaid),5.39195E+15,Jan-20,356,YES,2,$92,Aug-07,2009,No
1690,1,Mastercard,Debit,5.75171E+15,Mar-21,435,YES,1,$7338,Aug-06,2016,No
1691,0,Mastercard,Debit,5.67841E+15,Mar-22,24,YES,2,$26838,Nov-15,2015,No
1691,1,Visa,Debit,4.96337E+15,Sep-09,418,YES,1,$38154,Aug-03,2011,No
1691,2,Amex,Credit,3.21247E+14,Aug-20,300,YES,2,$13200,May-02,2014,No
1691,3,Mastercard,Debit (Prepaid),5.20723E+15,Mar-14,198,YES,1,$89,Jan-08,2015,No
1691,4,Amex,Credit,3.42755E+14,Apr-07,743,YES,2,$3900,May-03,2008,No
1692,0,Visa,Debit,4.73578E+15,Jul-24,45,YES,1,$7676,Dec-06,2010,No
1693,0,Mastercard,Debit,5.72398E+15,Mar-22,703,YES,2,$13345,Jul-07,2010,No
1693,1,Visa,Credit,4.57571E+15,Nov-24,777,YES,1,$8000,Aug-11,2011,No
1693,2,Mastercard,Debit (Prepaid),5.75668E+15,Mar-22,331,YES,2,$87,Oct-08,2012,No
1693,3,Mastercard,Debit,5.55675E+15,Oct-24,516,YES,2,$6395,Jan-06,2014,No
1694,0,Mastercard,Credit,5.28817E+15,Jan-23,828,YES,1,$8900,Jan-20,2020,No
1695,0,Mastercard,Debit (Prepaid),5.92932E+15,Feb-24,367,YES,1,$69,Apr-15,2015,No
1695,1,Visa,Debit,4.78314E+15,Jan-21,128,YES,1,$18912,Aug-04,2008,No
1695,2,Mastercard,Debit,5.23273E+15,Sep-21,971,YES,1,$23021,Oct-07,2011,No
1695,3,Mastercard,Debit,5.92018E+15,Aug-21,420,YES,1,$21985,Jan-18,2018,No
1696,0,Visa,Credit,4.89253E+15,Dec-23,286,YES,2,$5300,Jan-20,2020,No
1697,0,Mastercard,Debit,5.78792E+15,Jul-20,29,YES,2,$2397,Jan-10,2013,No
1697,1,Mastercard,Credit,5.62614E+15,Nov-12,318,YES,2,$2800,Jul-07,2010,No
1697,2,Visa,Debit,4.14546E+15,Feb-20,837,YES,1,$10466,Jun-17,2017,No
1697,3,Amex,Credit,3.82984E+14,Dec-12,950,NO,1,$9400,Jun-04,2011,No
1697,4,Visa,Debit,4.09465E+15,Jun-23,298,YES,2,$20161,Oct-10,2010,No
1698,0,Mastercard,Credit,5.39907E+15,Sep-24,512,YES,1,$12600,Feb-11,2015,No
1698,1,Visa,Credit,4.63954E+15,Jan-24,981,NO,1,$14300,Apr-06,2007,No
1698,2,Visa,Debit,4.40415E+15,Mar-22,155,YES,1,$23452,Jun-08,2011,No
1698,3,Mastercard,Credit,5.97034E+15,Oct-21,757,YES,2,$13200,Jan-10,2014,No
1698,4,Visa,Credit,4.8923E+15,Jan-13,50,YES,1,$13500,Jun-08,2008,No
1699,0,Visa,Credit,4.8802E+15,Jan-24,660,YES,1,$17600,Jan-20,2020,No
1700,0,Mastercard,Debit,5.95061E+15,Aug-20,608,YES,2,$16558,Jan-20,2020,No
1701,0,Mastercard,Debit,5.51053E+15,Dec-24,410,YES,1,$44717,Jan-20,2020,No
1701,1,Mastercard,Credit,5.44727E+15,Nov-21,636,NO,1,$13700,Feb-20,2020,No
1701,2,Mastercard,Debit,5.67976E+15,Apr-20,123,YES,2,$14332,Jan-20,2020,No
1702,0,Visa,Debit,4.71631E+15,Jun-22,984,YES,1,$15695,Feb-20,2020,No
1702,1,Discover,Credit,6.49213E+15,Feb-20,811,YES,1,$13700,Feb-20,2020,No
1703,0,Mastercard,Debit,5.19506E+15,Oct-20,855,YES,1,$19600,Mar-17,2017,No
1703,1,Visa,Debit,4.36606E+15,Jun-21,186,YES,1,$17815,Jun-09,2010,No
1703,2,Mastercard,Debit,5.45365E+15,Nov-15,531,YES,1,$16373,Feb-10,2010,No
1704,0,Visa,Debit,4.47906E+15,Nov-21,628,YES,2,$14340,Jan-02,2009,No
1705,0,Mastercard,Debit (Prepaid),5.95687E+15,Aug-24,701,YES,1,$109,Nov-11,2011,No
1705,1,Mastercard,Debit,5.04654E+15,Mar-23,821,YES,1,$16218,Feb-20,2020,No
1705,2,Mastercard,Debit,5.94898E+15,May-24,710,YES,1,$22115,May-12,2012,No
1706,0,Visa,Debit (Prepaid),4.44377E+15,Apr-24,361,YES,1,$80,Jun-02,2011,No
1707,0,Mastercard,Debit,5.17252E+15,Feb-20,817,NO,2,$18261,Feb-20,2020,No
1708,0,Visa,Debit,4.66045E+15,Dec-12,610,YES,1,$1325,Apr-00,2011,No
1708,1,Visa,Credit,4.87773E+15,Jan-23,537,YES,2,$16900,Mar-02,2007,No
1709,0,Amex,Credit,3.04991E+14,Feb-23,972,YES,2,$6500,Jan-20,2020,No
1709,1,Mastercard,Credit,5.68961E+15,Feb-21,393,NO,1,$7800,Jan-11,2011,No
1709,2,Mastercard,Debit,5.29052E+15,Dec-22,813,NO,1,$9294,Jan-10,2011,No
1709,3,Mastercard,Debit,5.35895E+15,Dec-11,324,YES,2,$12163,Mar-11,2011,No
1709,4,Visa,Debit,4.97257E+15,Jan-20,855,YES,2,$14959,May-11,2011,No
1709,5,Mastercard,Debit (Prepaid),5.0393E+15,Nov-23,721,YES,2,$15,Dec-03,2010,No
1710,0,Mastercard,Debit,5.73539E+15,Jul-22,260,YES,1,$18118,Mar-01,2007,No
1710,1,Visa,Debit,4.80417E+15,Mar-23,32,YES,2,$22025,Feb-10,2010,No
1710,2,Mastercard,Credit,5.21601E+15,Sep-11,983,YES,1,$9100,Mar-09,2015,No
1711,0,Visa,Debit,4.32036E+15,Oct-13,729,YES,2,$16064,Jun-08,2011,No
1711,1,Mastercard,Credit,5.03947E+15,Sep-24,356,YES,1,$6000,Jun-10,2011,No
1711,2,Visa,Debit,4.95129E+15,Feb-23,776,YES,2,$7136,Nov-01,2014,No
1711,3,Discover,Credit,6.41884E+15,Apr-21,423,YES,1,$3900,Oct-02,2010,No
1711,4,Mastercard,Debit,5.50869E+15,Jan-20,469,YES,1,$8444,Jul-11,2011,No
1712,0,Mastercard,Debit,5.25644E+15,Nov-20,880,YES,2,$12692,Aug-03,2012,No
1712,1,Mastercard,Debit,5.77241E+15,Apr-20,218,YES,2,$9027,Mar-02,2015,No
1712,2,Visa,Debit,4.75544E+15,Oct-20,584,YES,1,$4507,Jan-09,2019,No
1713,0,Mastercard,Debit,5.23762E+15,May-24,670,YES,1,$17963,Jan-20,2020,No
1713,1,Visa,Credit,4.71729E+15,Feb-20,818,YES,1,$12200,Feb-20,2020,No
1713,2,Mastercard,Debit,5.99001E+15,Feb-20,386,YES,2,$1996,Feb-20,2020,No
1714,0,Mastercard,Debit,5.53214E+15,Jan-21,154,YES,2,$19998,Feb-20,2020,No
1714,1,Amex,Credit,3.68047E+14,Feb-20,882,YES,2,$15600,Feb-20,2020,No
1715,0,Mastercard,Debit,5.19691E+15,May-23,71,YES,1,$13035,Feb-13,2013,No
1715,1,Visa,Credit,4.76334E+15,Jun-23,488,YES,2,$8300,May-10,2010,No
1715,2,Amex,Credit,3.71833E+14,Jul-24,591,YES,2,$6200,Feb-11,2011,No
1715,3,Visa,Debit,4.94815E+15,Mar-24,688,YES,2,$11795,Nov-13,2013,No
1715,4,Discover,Credit,6.16789E+15,May-11,138,YES,1,$7900,Jun-08,2013,No
1716,0,Discover,Credit,6.66628E+15,Feb-20,112,YES,1,$12900,Feb-20,2020,No
